Timestamp,Person Count
2025-05-17 12:58:52,1
2025-05-17 12:58:53,1
2025-05-17 12:58:53,1
2025-05-17 12:58:53,1
2025-05-17 12:58:53,1
2025-05-17 12:58:54,1
2025-05-17 12:58:54,1
2025-05-17 12:58:54,1
2025-05-17 12:58:54,1
2025-05-17 12:58:54,1
2025-05-17 12:58:54,1
2025-05-17 12:58:55,1
2025-05-17 12:58:55,1
2025-05-17 12:58:55,1
2025-05-17 12:58:55,1
2025-05-17 12:58:56,1
2025-05-17 12:58:56,1
2025-05-17 12:58:56,1
2025-05-17 12:58:56,1
2025-05-17 12:58:56,1
2025-05-17 12:58:57,1
2025-05-17 12:58:57,1
2025-05-17 12:58:57,1
2025-05-17 12:58:57,1
2025-05-17 12:58:57,1
2025-05-17 12:58:58,1
2025-05-17 12:58:58,1
2025-05-17 12:58:58,1
2025-05-17 12:58:58,1
2025-05-17 12:58:58,1
2025-05-17 12:58:58,1
2025-05-17 12:58:59,1
2025-05-17 12:58:59,1
2025-05-17 12:58:59,2
2025-05-17 12:58:59,1
2025-05-17 12:58:59,1
2025-05-17 12:59:00,1
2025-05-17 12:59:00,1
2025-05-17 12:59:00,1
2025-05-17 12:59:00,1
2025-05-17 12:59:00,1
2025-05-17 12:59:00,1
2025-05-17 12:59:00,1
2025-05-17 12:59:01,1
2025-05-17 12:59:01,1
2025-05-17 12:59:01,1
2025-05-17 12:59:01,1
2025-05-17 12:59:01,1
2025-05-17 12:59:01,1
2025-05-17 12:59:02,1
2025-05-17 12:59:02,1
2025-05-17 12:59:02,1
2025-05-17 12:59:02,1
2025-05-17 12:59:02,1
2025-05-17 12:59:03,1
2025-05-17 12:59:03,1
2025-05-17 12:59:03,1
2025-05-17 12:59:03,1
2025-05-17 12:59:04,1
2025-05-17 12:59:04,1
2025-05-17 12:59:04,1
2025-05-17 12:59:05,1
2025-05-17 12:59:05,1
2025-05-17 12:59:05,1
2025-05-17 12:59:06,1
2025-05-17 12:59:06,1
2025-05-17 12:59:06,1
2025-05-17 12:59:06,1
2025-05-17 12:59:06,1
2025-05-17 12:59:07,1
2025-05-17 12:59:07,1
2025-05-17 12:59:07,1
2025-05-17 12:59:08,1
2025-05-17 12:59:08,1
2025-05-17 12:59:08,1
2025-05-17 12:59:08,1
2025-05-17 12:59:08,1
2025-05-17 12:59:09,1
2025-05-17 12:59:09,1
2025-05-17 12:59:09,1
2025-05-17 12:59:09,1
2025-05-17 12:59:09,1
2025-05-17 12:59:09,1
2025-05-17 12:59:10,1
2025-05-17 12:59:10,1
2025-05-17 12:59:10,1
2025-05-17 12:59:10,1
2025-05-17 12:59:11,1
2025-05-17 12:59:11,1
2025-05-17 12:59:11,1
2025-05-17 12:59:11,1
2025-05-17 12:59:11,1
2025-05-17 12:59:11,1
2025-05-17 12:59:12,1
2025-05-17 12:59:12,1
2025-05-17 12:59:12,1
2025-05-17 12:59:12,1
2025-05-17 12:59:12,1
2025-05-17 12:59:12,1
2025-05-17 12:59:13,1
2025-05-17 12:59:13,1
2025-05-17 12:59:13,1
2025-05-17 12:59:13,1
2025-05-17 12:59:13,1
2025-05-17 12:59:14,1
2025-05-17 12:59:14,1
2025-05-17 12:59:14,1
2025-05-17 12:59:15,1
2025-05-17 12:59:15,1
2025-05-17 12:59:15,1
2025-05-17 12:59:15,1
2025-05-17 12:59:15,1
2025-05-17 12:59:16,1
2025-05-17 12:59:16,1
2025-05-17 12:59:16,1
2025-05-17 12:59:17,1
2025-05-17 12:59:17,1
2025-05-17 12:59:17,1
2025-05-17 12:59:18,1
2025-05-17 12:59:18,1
2025-05-17 12:59:19,1
2025-05-17 12:59:20,1
2025-05-17 12:59:20,1
2025-05-17 12:59:21,1
2025-05-17 12:59:21,1
2025-05-17 12:59:21,1
2025-05-17 12:59:22,1
2025-05-17 12:59:22,1
2025-05-17 12:59:24,1
2025-05-17 12:59:25,1
2025-05-17 12:59:25,1
2025-05-17 12:59:25,1
2025-05-17 12:59:25,1
2025-05-17 12:59:26,1
2025-05-17 12:59:26,1
2025-05-17 12:59:26,1
2025-05-17 12:59:27,1
2025-05-17 12:59:27,1
2025-05-17 12:59:28,1
2025-05-17 12:59:28,1
2025-05-17 12:59:29,1
2025-05-17 12:59:29,1
2025-05-17 12:59:30,1
2025-05-17 12:59:30,1
2025-05-17 12:59:30,1
2025-05-17 12:59:31,1
2025-05-17 12:59:31,1
2025-05-17 12:59:31,1
2025-05-17 12:59:32,1
2025-05-17 12:59:32,1
2025-05-17 12:59:32,1
2025-05-17 12:59:33,1
2025-05-17 12:59:33,1
2025-05-17 12:59:34,1
2025-05-17 12:59:34,1
2025-05-17 12:59:34,1
2025-05-17 12:59:35,1
2025-05-17 12:59:35,1
2025-05-17 12:59:35,1
2025-05-17 12:59:35,1
2025-05-17 12:59:36,1
2025-05-17 12:59:36,1
2025-05-17 12:59:36,1
2025-05-17 12:59:37,1
2025-05-17 12:59:37,1
2025-05-17 12:59:37,1
2025-05-17 12:59:38,1
2025-05-17 12:59:38,1
2025-05-17 12:59:38,1
2025-05-17 12:59:38,1
2025-05-17 12:59:39,1
2025-05-17 12:59:39,1
2025-05-17 12:59:39,1
2025-05-17 12:59:40,1
2025-05-17 12:59:40,1
2025-05-17 12:59:40,1
2025-05-17 12:59:41,1
2025-05-17 12:59:41,1
2025-05-17 12:59:41,1
2025-05-17 12:59:42,1
2025-05-17 12:59:42,1
2025-05-17 12:59:43,1
2025-05-17 12:59:43,1
2025-05-17 12:59:43,1
2025-05-17 12:59:44,1
2025-05-17 12:59:44,1
2025-05-17 12:59:44,1
2025-05-17 12:59:45,1
2025-05-17 12:59:45,1
2025-05-17 12:59:45,1
2025-05-17 12:59:46,1
2025-05-17 12:59:46,1
2025-05-17 12:59:46,1
2025-05-17 12:59:46,1
2025-05-17 12:59:47,1
2025-05-17 12:59:47,1
2025-05-17 12:59:47,1
2025-05-17 12:59:47,1
2025-05-17 12:59:47,1
2025-05-17 12:59:47,1
2025-05-17 12:59:48,1
2025-05-17 12:59:48,1
2025-05-17 12:59:48,1
2025-05-17 12:59:48,1
2025-05-17 12:59:48,1
2025-05-17 12:59:48,1
2025-05-17 12:59:49,1
2025-05-17 12:59:49,1
2025-05-17 12:59:49,1
2025-05-17 12:59:49,1
2025-05-17 12:59:49,1
2025-05-17 12:59:49,1
2025-05-17 12:59:50,1
2025-05-17 12:59:50,1
2025-05-17 12:59:50,1
2025-05-17 12:59:50,1
2025-05-17 12:59:50,1
2025-05-17 12:59:50,1
2025-05-17 12:59:50,1
2025-05-17 12:59:51,1
2025-05-17 12:59:51,1
2025-05-17 12:59:51,1
2025-05-17 12:59:51,1
2025-05-17 12:59:51,1
2025-05-17 12:59:52,1
2025-05-17 12:59:52,1
2025-05-17 12:59:52,1
2025-05-17 12:59:52,1
2025-05-17 12:59:52,1
2025-05-17 12:59:53,1
2025-05-17 12:59:53,1
2025-05-17 12:59:53,1
2025-05-17 12:59:53,1
2025-05-17 12:59:54,1
2025-05-17 12:59:54,1
2025-05-17 12:59:54,1
2025-05-17 12:59:54,1
2025-05-17 12:59:54,1
2025-05-17 12:59:55,1
2025-05-17 12:59:55,1
2025-05-17 12:59:55,1
2025-05-17 12:59:55,1
2025-05-17 12:59:55,1
2025-05-17 12:59:55,1
2025-05-17 12:59:55,1
2025-05-17 12:59:56,1
2025-05-17 12:59:56,1
2025-05-17 12:59:56,1
2025-05-17 12:59:56,1
2025-05-17 12:59:56,1
2025-05-17 12:59:56,1
2025-05-17 12:59:57,1
2025-05-17 12:59:57,1
2025-05-17 12:59:57,1
2025-05-17 12:59:57,1
2025-05-17 12:59:57,1
2025-05-17 12:59:57,1
2025-05-17 12:59:58,1
2025-05-17 12:59:58,1
2025-05-17 12:59:58,1
2025-05-17 12:59:58,1
2025-05-17 12:59:58,1
2025-05-17 12:59:59,1
2025-05-17 12:59:59,1
2025-05-17 12:59:59,1
2025-05-17 12:59:59,1
2025-05-17 12:59:59,1
2025-05-17 13:00:00,1
2025-05-17 13:00:00,1
2025-05-17 13:00:00,1
2025-05-17 13:00:00,1
2025-05-17 13:00:00,1
2025-05-17 13:00:00,1
2025-05-17 13:00:00,1
2025-05-17 13:00:01,1
2025-05-17 13:00:01,1
2025-05-17 13:00:01,1
2025-05-17 13:00:01,1
2025-05-17 13:00:01,1
2025-05-17 13:00:01,1
2025-05-17 13:00:02,1
2025-05-17 13:00:02,1
2025-05-17 13:00:02,1
2025-05-17 13:00:02,1
2025-05-17 13:00:02,1
2025-05-17 13:00:02,1
2025-05-17 13:00:03,1
2025-05-17 13:00:03,1
2025-05-17 13:00:03,1
2025-05-17 13:00:03,1
2025-05-17 13:00:03,1
2025-05-17 13:00:03,1
2025-05-17 13:00:03,1
2025-05-17 13:00:04,1
2025-05-17 13:00:04,1
2025-05-17 13:00:04,1
2025-05-17 13:00:04,1
2025-05-17 13:00:04,1
2025-05-17 13:00:04,1
2025-05-17 13:00:05,1
2025-05-17 13:00:05,1
2025-05-17 13:00:05,1
2025-05-17 13:00:05,1
2025-05-17 13:00:05,1
2025-05-17 13:00:06,1
2025-05-17 13:00:06,1
2025-05-17 13:00:06,1
2025-05-17 13:00:06,1
2025-05-17 13:00:06,1
2025-05-17 13:00:06,1
2025-05-17 13:00:07,1
2025-05-17 13:00:07,1
2025-05-17 13:00:07,1
2025-05-17 13:00:07,1
2025-05-17 13:00:07,1
2025-05-17 13:00:08,1
